Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1496833820,KKZ3918,NY,PAS,12/15/2025,20,SUBN,ROVER,K,48502,0,0,20250330,,0,5,160680,0005,0000,0912A,,R,,,SOUTH BEACH,LOT 5,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,2021,-,0,,,,,
1496833831,ZYA5248,PA,PAS,12/15/2025,20,P-U,GMC,K,48502,0,0,0,122,122,5,160680,0005,0000,0920A,,R,,,SOUTH BEACH,LOT 5,0,408,D,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1497572071,T139721C,NY,OMT,12/15/2025,40,SDN,TOYOT,P,39890,29530,41290,20250831,104,104,104,978846,0104,0000,0948P,,Q,F,1668,CORNELIA ST,,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0,0,-,1,,,,,
1497774846,LRB5119,NY,PAS,12/15/2025,40,,DODGE,P,60320,38120,45420,20250117,0045,45,45,977738,0045,0000,0439A,0439A,NY,F,235,QUINCY AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2024,-,0,,,,,
1498573940,TPF89M,NJ,PAS,12/15/2025,20,DELV,HYUND,P,0,0,0,0,0050,50,50,924823,0050,0000,0442A,,BX,O,,E/S RESERVOIR AVE,S/O W 197 ST,0,408,F7,,BBBBBBB,ALL,ALL,WHT,0,2008,-,0,,,,,
1498846919,JLP4405,NY,PAS,12/15/2025,40,SUBN,BMW,P,10680,5580,5680,20261129,0068,68,68,970021,0068,0000,1046P,,,F,577,82 ST,,0,408,C,,BBBBBBB,ALL,ALL,WT,0,0,-,0,,,,,
1499470484,A92SYR,NJ,PAS,12/15/2025,40,SDN,JEEP,P,36090,10610,10810,0,0028,28,28,979532,0028,0000,0912P,0912P,,F,256,WEST 116 STREET,,20251215,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1499654364,CE85689,IL,PAS,12/15/2025,46,SDN,TOYOT,P,59690,62330,83030,0,0071,71,71,977068,0071,0000,1215P,,K,F,11,MCKEEVER,,0,408,K6,,BBBBBBB,ALL,ALL,GREY,0,2020,-,0,,,,,
1498355092,FFC5432,NY,PAS,12/15/2025,19,SUBN,TOYOT,P,61090,16490,16590,20261010,115,115,112,979127,0112,0000,1040P,1030P,Q,F,79-15,ROOSEVELT AVE,,20251215,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1500503125,KGJ4904,NY,PAS,12/15/2025,40,SDN,HONDA,P,36420,40404,40404,20260826,0052,52,52,971262,0052,0000,1218A,,BX,,192,GRAND CONCOURSE,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2024,-,0,,,,,
1500664625,IC36HZ,FL,PAS,12/15/2025,40,VAN,HONDA,P,18140,25225,25220,88888888,103,103,0,0,0000,0000,1245A,,Q,O,187-14,90 AVE,,0,408,K6,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1497571479,41909NB,NY,COM,12/16/2025,78,,FORD,P,50370,13940,14440,20240128,104,104,104,966109,0104,0000,0335A,,Q,F,66-13,HULL AVE,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1498376873,FRX3357,NY,PAS,12/16/2025,14,SUBN,TOYOT,P,0,40404,40404,20251026,0001,1,1,978528,0001,0000,0130P,,NY,O,1,BOWLING GREENE,,0,408,D,,BBBBBBB,ALL,ALL,,0,2021,-,0,,,,,
1499118200,18795MG,NY,COM,12/16/2025,78,P-U,DODGE,P,27094,21190,21290,20250223,105,105,105,963656,0105,0000,0152A,,Q,O,119-53,229 ST,,0,408,K6,,BBBBBBB,ALL,ALL,RD,0,1997,-,0,,,,,
1499475445,N51SWT,NJ,PAS,12/16/2025,51,SUBN,BMW,P,20590,32890,0,0,0034,34,33,979032,0033,0000,0651P,,,F,,FAIRVIEW AV,WADSWORTH TER,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1494685711,LDF4834,NY,PAS,12/17/2025,99,SUBN,HONDA,P,24245,10745,72735,20251112,0084,84,84,957907,0084,0000,1216A,,K,O,103,WASHINGTON ST,,0,408,99,,BBBBBBB,ALL,ALL,TN,0,2005,-,0,,,,,
1499208352,3827430,ME,PAS,12/17/2025,66,,GMC,P,56820,26640,36150,20340228,0042,42,42,962904,0042,0000,1005A,,BX,O,3400,PARK AVE,,0,408,C,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1499653384,H38UDH,NJ,PAS,12/17/2025,19,SDN,TOYOT,P,39430,23330,15080,0,0071,71,71,946522,0071,0000,0142P,,K,F,508,EMPIRE BLVD,,0,408,E9,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1489992844,LSU5790,NY,PAS,12/17/2025,14,SUBN,PORSC,P,28990,13690,13790,20261213,112,112,112,953258,0112,0000,1202P,,,F,65-38,AUSTIN ST,,0,408,K2,,BBBBBBB,ALL,ALL,BLU,0,2021,-,0,,,,,
1494601412,BLANKPLATE,99,999,12/18/2025,50,SDN,INFIN,P,51090,25040,24990,0,103,103,103,936255,0103,0000,0717P,,Q,F,178-26,JAMAICA AVE,,0,408,E5,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
1497856681,34V273,SD,PAS,12/18/2025,24,SDN,INFIN,P,23930,59730,76130,0,0090,90,90,960033,0090,0000,0833A,,K,F,325,BUSHWICK AVE,,0,408,D1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1498867911,LEK8300,NY,PAS,12/18/2025,50,SDN,AUDI,C,30430,12550,30370,20251105,0045,45,0,107465,CCPD,0000,0253A,,BX,,,S/O 140 ELGAR PLACE,,0,408,C,,BBBBBBB,ALL,ALL,BLU,0,2013,-,0,,,,,
1498753619,LBZ2681,NY,PAS,12/18/2025,53,SUBN,GMC,P,10610,36590,36610,20260416,0032,32,32,978628,0032,0000,1255A,,NY,F,2430,7TH AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,2023,-,0,,,,,
1500129288,SUPR3ME1,NY,PAS,12/18/2025,14,SUBN,ME/BE,N,0,40404,40404,20260906,0050,50,50,963342,0050,0000,0424A,,BX,F,67,STEVENSON,,0,408,E3,,BBBBBBB,ALL,ALL,BLU,0,2021,-,0,,,,,
1500418638,KRL2881,NY,PAS,12/18/2025,19,SUBN,CHEVR,P,13610,37630,37690,20250930,0034,34,34,979601,0034,0000,1035P,,NY,F,4880,BROADWAY,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2021,-,0,,,,,
1494145595,EJU4592,NY,PAS,12/19/2025,14,SDN,,P,43720,14920,0,20241010,0050,50,50,976871,0050,0000,1018P,,BX,F,,KIMBERLY,BROADWAY,0,408,E2,,BBBBBBB,ALL,ALL,.,0,0,-,0,,,,,
1498330502,2MH,PA,PAS,12/19/2025,98,VAN,RAM,P,0,40404,40404,20250521,0060,60,116,970656,0116,0000,1259P,,,F,147-35,FARMERS BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,,,
1498581705,LPA7777,NY,PAS,12/19/2025,19,SDN,CHEVR,P,29220,36420,70720,20260717,0052,52,52,979477,0052,0000,0601P,,BX,F,215,E FORDHAM RD,,0,408,F1,,BBBBBBB,ALL,ALL,GREY,0,2017,-,0,,,,,
1498581717,UVK3304,VA,PAS,12/19/2025,19,SDN,TOYOT,P,29220,36420,70720,20251031,0052,52,52,979477,0052,0000,0555P,,BX,F,237,E FORDHAM RD,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,2008,-,0,,,,,
1496393132,HZN3446,NY,PAS,12/19/2025,20,SDN,HONDA,P,59640,34130,63630,20260620,0094,94,94,968548,0094,0000,1050A,,K,F,45,MCGUINNESS BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,RD,0,2008,-,0,,,,,
1494605910,6052,CT,PAS,12/19/2025,99,VAN,TOYOT,P,26690,19720,19890,20271229,105,105,105,962645,0105,0000,0724A,,Q,F,104-03,216 STREET,,0,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2021,-,0,,,,,
1490699314,LBT1446,NY,PAS,12/20/2025,14,SDN,JEEP,P,34850,10810,10910,20250605,0018,18,18,975288,0018,0000,1250P,1230P,,F,307,W 54 ST,,20251220,408,D5,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1491407116,30893NE,NY,COM,12/21/2025,74,VAN,WORKH,Y,11690,11790,12190,20251031,108,108,1,523866,0001,0000,1015A,,Q,F,56-17,56 DR,,0,408,C4,,BBBBBBB,ALL,ALL,WH,0,2003,-,0,,,,,
1499055791,TKY1101,TX,PAS,12/21/2025,98,SUBN,NISSA,P,20490,51090,18290,0,102,102,102,943459,0102,0000,1025A,,Q,F,87-55,111 ST,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1495687960,LCV8246,NY,PAS,12/21/2025,19,SUBN,DODGE,P,13610,37530,37550,20250618,0034,34,34,946194,0034,0000,0156A,,NY,F,4431,BROADWAY,,0,408,J3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1492759983,KSX2982,NY,PAS,12/22/2025,98,SDN,CHEVR,P,25130,35730,40930,20250926,0070,70,70,967626,0070,0000,1049A,,K,F,2110,CATON AVE,,0,408,E3,,BBBBBBB,ALL,ALL,WH,0,2021,-,0,,,,,
1490975664,KSD2620,NY,PAS,12/22/2025,40,SDN,ACURA,P,27090,62720,70720,20250926,0046,46,46,965351,0046,0000,0500P,0459P,BX,F,253,E 181,,20251222,408,E2,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1495629200,T757029C,NY,PAS,12/22/2025,46,SUBN,TOYOT,P,10910,37630,37650,20250228,0034,34,34,977282,0034,0000,0426P,,NY,F,3815,9TH AVE,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,,,,,
1497874038,1AK354,MA,PAS,12/22/2025,74,SDN,INFIN,P,0,40404,40404,20250430,0083,83,83,976101,0083,0000,1102P,,K,O,304,EVERGREEN,,0,408,F1,,BBBBBBB,ALL,ALL,BLU,0,2008,-,0,,,,,
1499214145,KGT5870,NY,PAS,12/22/2025,19,,HONDA,P,70220,10535,74400,20250629,0041,41,41,933090,0041,0000,0233A,,BX,F,1501,UNDERCLIFF AVE,,0,408,E1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1499214236,TJA1533,NJ,PAS,12/22/2025,19,SDN,AUDI,P,0,40404,40404,0,0046,46,46,933090,0046,0000,0233A,,BX,F,1501,UNDERCLIFF,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1499475214,LKA3652,NY,PAS,12/22/2025,40,SUBN,BMW,P,16910,27090,29190,20260506,0034,34,34,979632,0034,0000,0518P,,NY,F,116,DYCKMAN STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WHI,0,2016,-,0,,,,,
1499475226,H49UFT,NJ,PAS,12/22/2025,22,SDN,HONDA,P,16910,27090,29190,20250331,0034,34,34,979632,0034,0000,0519P,,NY,F,104,DYCKMAN STREET,,0,408,E2,,BBBBBBB,ALL,ALL,BLU,0,2016,-,0,,,,,
1499498068,MISALONE,NY,PAS,12/22/2025,46,SDN,HYUND,P,19270,24890,10210,20261008,0025,25,25,979316,0025,0000,0535P,0535P,NY,F,178,E 116 STREET,,20251222,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,
1499499097,BLANKPLATE,99,999,12/22/2025,74,SDN,FORD,P,10410,19570,19590,0,0025,25,25,979275,0025,0000,0926P,,NY,,,E 2151 5TH AVE,,0,408,E5,,BBBBBBB,ALL,ALL,GREY,0,0,-,0,,,,,
1500045366,GGR9972,NY,PAS,12/22/2025,40,SUBN,CHEVR,P,6880,30630,77030,20250515,0062,62,62,965605,0062,0000,0912P,,K,F,8890,18 AVE,,0,408,C,,BBBBBBB,ALL,ALL,GRY,0,2012,-,0,,,,,
1494064200,BLANKPLATE,99,999,12/23/2025,61,SDN,HYUND,P,23930,29230,41330,0,0090,90,90,961281,0090,0000,1100A,,K,F,435,BUSHWICK AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1494192895,S1733215,GA,PAS,12/23/2025,98,SUBN,HONDA,P,14620,12220,27660,0,0052,52,52,969169,0052,0000,1013P,,BX,F,2980,BRIGGS AVE,,0,408,F7,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1494895894,LBD9995,NY,PAS,12/23/2025,71,,BMW,P,64290,7240,7540,0,114,114,114,976031,0114,0000,0915P,,Q,F,25-22,STEINWAY ST,,0,408,J3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1497835604,JKD7643,NY,PAS,12/23/2025,46,SUBN,MAZDA,P,61000,9370,63870,0,0063,63,63,972625,0063,0000,0147A,,K,F,2745,MILL AVE,,0,408,E2,,BBBBBBB,ALL,ALL,W,0,2024,-,0,,,,,
1498053907,LKP0624,PA,PAS,12/23/2025,98,SUBN,NISSA,P,37500,73110,40230,20250331,0069,69,69,939138,0069,0000,0236A,,K,O,526,E 78TH ST,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2001,-,0,,,,,
1492315278,LVK2707,PA,PAS,12/24/2025,98,SDN,TOYOT,P,21390,6790,6940,20230930,109,109,109,968195,0109,0000,1150A,,,F,22-33,121 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1493107537,LEN4055,NY,PAS,12/24/2025,46,SUBN,TOYOT,P,40120,26550,8020,0,0041,41,41,965280,0041,0000,0258P,,BX,F,932,HOE AVE,,0,408,F1,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1494130191,KZM7969,NY,PAS,12/24/2025,40,SUBN,CHEVR,P,14620,27600,27630,20241113,0052,52,52,958697,0052,0000,0300P,,BX,F,2889 A,BRIGGS AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2022,-,0,,,,,
1494685735,LBP4362,NY,PAS,12/24/2025,99,VAN,DODGE,P,24245,10005,73135,20250719,0084,84,84,957907,0084,0000,0150A,,K,F,112,WASHINGTON ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1494001536,LHT2445,NY,PAS,12/24/2025,14,SUBN,BUICK,P,25090,31490,19890,20251212,0007,7,7,978474,0007,0000,0121A,,,F,173,LUDLOW ST,,0,408,C,,YYYYYYY,1200A,0600A,WHITE,0,0,-,0,,,,,
1494696150,21DYXQ,FL,PAS,12/24/2025,46,SDN,DODGE,P,52930,63030,50,0,0084,84,84,977670,0084,0000,1025A,,K,F,356,JAY STREET,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1494936082,KMN4350,NY,PAS,12/24/2025,98,SUBN,,P,70220,74450,74480,20250622,0046,46,46,933090,0046,0000,0254A,,BX,F,1621,UNDERCLIFF AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2004,-,0,,,,,
1495344770,THEAPRON,NY,PAS,12/24/2025,14,SDN,TOYOT,P,25240,35780,25190,20261230,102,102,107,979648,0107,0000,0115A,,Q,F,69-11B,188 ST,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1498612763,LGM4029,NY,PAS,12/24/2025,20,SUBN,SUBAR,P,63820,74870,74920,20251207,0050,50,50,946124,0050,0000,1155P,,BX,F,2828,SEDGWICK AVE,,0,408,E3,,BBBBBBB,ALL,ALL,GR,0,2024,-,0,,,,,
1498754570,Z7922,NY,OMT,12/24/2025,46,,JEEP,P,10810,36630,36650,20250930,0032,32,32,979061,0032,0000,0711P,,NY,F,2695,8 AVE,,0,408,E1,,BBBBBBB,ALL,ALL,SILVE,0,2025,-,0,,,,,
1498788660,19492NE,NY,COM,12/24/2025,78,VAN,FORD,P,0,40404,40404,20260228,0030,30,30,979376,0030,0000,1114P,,,F,327,EDGECOME AVE,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1499120230,AY891A,NJ,PAS,12/24/2025,6,TT,KENWO,P,49690,27295,27300,20250620,105,105,105,951395,0105,0000,0145P,,Q,F,263-15,HILLSIDE AVE,,0,408,C,,BBBBBBB,ALL,ALL,RD,0,2007,-,0,,,,,
1499485359,LKK5807,NY,PAS,12/24/2025,46,,NISSA,P,36930,11710,13610,20260529,0033,33,33,943441,0033,0000,1051P,,NY,F,538,W 158 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1500129719,G19UGJ,NJ,PAS,12/24/2025,46,SUBN,HYUND,P,75120,0,0,0,0050,50,50,978449,0050,0000,1240A,,BX,,,W 238,BAILEY,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1493871158,KZJ3634,NY,PAS,12/25/2025,40,SDN,HONDA,P,38030,55330,93130,20241211,0067,67,67,975542,0067,0000,0840A,,K,F,379,E 95TH ST,,0,408,J6,,BBBBBBB,ALL,ALL,GRY,0,2007,-,0,,,,,
1494930018,LBP2905,NY,PAS,12/25/2025,40,SUBN,ACURA,P,61320,40404,40404,20250525,0047,47,47,959432,0047,0000,0538P,,BX,F,1169,RICHARDSON AVE,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1481005376,LCD4978,NY,PAS,12/25/2025,46,SUBN,TOYOT,4,67930,92130,75930,20250730,0060,60,985,100485,0985,0000,1015P,2210P,K,F,3715,OCEANIC AVE,,20241225,408,J6,,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,,,,,
1493202212,GJP7366,NY,PAS,12/26/2025,14,SUBN,HONDA,P,27530,61010,25370,20250827,0076,76,801,974291,0801,0000,0654A,0650A,K,F,606,CLINTON STREET,,20251226,408,C,,BBBBBBB,ALL,ALL,GRY,0,2004,-,0,,,,,
1493419444,GFL8444,NY,PAS,12/26/2025,40,SDN,BMW,P,27235,16940,49690,20250512,105,105,105,959144,0105,0000,1232A,,Q,F,83-22,251 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WH,0,2015,-,3,,,,,
1495831711,KNU3225,NY,PAS,12/26/2025,14,SDN,HONDA,8,29620,24790,30915,20250610,0043,43,0,399,0000,0000,0246A,,BX,F,1990,EAST TREMONT AVE,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2018,-,0,,,,,
1495831863,LGR2724,NY,PAS,12/26/2025,40,SDN,CHEVR,8,50020,59720,12550,20251112,0043,43,0,399,0000,0000,0340A,,BX,F,2059,MCGRAW AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1496870426,Y200833C,NY,PAS,12/26/2025,46,SDN,TOYOT,P,36270,24690,10610,20250228,0028,28,28,973331,0028,0000,0335P,,,F,119,W 125 ST,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1498300066,EBX1789,NY,PAS,12/26/2025,41,SDN,,P,43190,56090,44040,20250331,101,101,101,978909,0101,0000,0119A,,,F,1387,EGGERT PL,,0,408,F2,,BBBBBBB,ALL,ALL,G,0,2007,-,0,,,,,
1499107080,EPJ3688,NY,PAS,12/26/2025,98,SDN,,P,17590,40404,40404,20250212,105,105,105,979226,0105,0000,0349P,0345P,Q,F,214-19,87 AVENUE,,0,408,J6,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1488464753,JSF1788,NY,PAS,12/26/2025,40,SDN,HONDA,P,5640,9340,9540,20260709,114,114,108,979564,0108,0000,0744P,,Q,F,40-06,10TH ST,,0,408,E3,,BBBBBBB,ALL,ALL,WT,0,2017,-,0,,,,,
1491992440,KLW1200,NY,PAS,12/26/2025,98,SDN,VOLKS,P,35690,10440,10590,20250415,111,111,111,956386,0111,0000,1208A,,Q,F,47-28,BELL BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,GR,0,2019,-,0,,,,,
1497950715,LRB7544,NY,PAS,12/26/2025,14,SUBN,HONDA,A,0,0,0,20250127,113,113,642,54522,0642,0000,1122A,,NY,F,,JFKIA,TERM 1 ARRIVALS,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2023,-,0,,,,,
1498585619,TPF89M,NJ,PAS,12/26/2025,20,TRAI,HYUND,P,0,0,0,88888888,0050,50,50,950521,0050,0000,0800P,,BX,I,,C/O RESERVIOR AVE,W 195 STREET,0,408,J2,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1498739600,N76NUZ,NJ,PAS,12/26/2025,14,SUBN,HONDA,P,28890,37330,37350,20250320,0034,34,34,964726,0034,0000,1220P,,NY,O,50,PINEHURST AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2022,-,0,,,,,
1498739611,KSG7456,NY,PAS,12/26/2025,14,P-U,HONDA,P,28890,37330,37350,20260410,0034,34,34,964726,0034,0000,1220P,,NY,O,50,PINEHURST AVE,,0,408,C,,BBBBBBB,ALL,ALL,GRY,0,2024,-,0,,,,,
1496127110,MFE4926,PA,PAS,12/26/2025,17,SUBN,CHEVR,O,24245,85630,53630,20241130,0084,84,0,0,0KSC,0000,1102A,,K,O,271 B,CADMAN PLAZA EAST,,0,408,C4,,YYYYYBB,0700A,0700P,SILVE,0,0,-,0,,,,,
1498222791,T743655C,NY,PAS,12/26/2025,46,SDN,TOYOT,P,66520,55720,55120,20251031,0043,43,43,963519,0043,0000,1240A,,BX,F,2112,STARLING AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2017,-,0,,,,,
1493945970,25175BT,NY,COM,12/27/2025,78,BUS,ICCOR,P,25320,40404,40404,20250228,121,121,121,971599,0121,0000,0940P,,R,F,631,CRYSTAL AVE,,0,408,K6,,BBBBBBB,ALL,ALL,YELLO,0,2024,-,0,,,,,
1498858314,JPF3816,NY,PAS,12/27/2025,98,SUBN,AUDI,P,11280,43530,42630,20251129,0068,68,68,970160,0068,0000,1204P,,K,F,552,94 STREET,,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0,2016,-,0,,,,,
1499098777,JHM4768,NY,PAS,12/27/2025,41,SUBN,SUBAR,P,17740,51090,17790,20250521,102,102,102,979117,0102,0000,0509P,,Q,F,8727,87 ST,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1498608097,LGX4416,NY,PAS,12/27/2025,19,SUBN,TOYOT,P,68020,25860,25890,20250918,0040,40,40,979845,0040,0000,1228A,1223A,BX,F,2612,3RD AVE,,20250127,408,C,,BBBBBBB,ALL,ALL,BL,0,2006,-,0,,,,,
1494524429,P54SYU,NJ,PAS,12/28/2025,98,SUBN,CHEVR,P,0,0,0,20251220,101,101,101,971815,0101,0000,0842A,0840A,Q,O,22-14,BCD,,20231228,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1494003510,LAP7369,NY,PAS,12/28/2025,14,SDN,INFIN,P,31490,27590,25090,20250507,0007,7,7,979606,0007,0000,1236A,,NY,F,100,STANTON ST,,0,408,C,,YYYYYYY,1200A,0600A,,0,0,-,0,,,,,
1498050062,KNZ8119,NY,PAS,12/28/2025,51,SDN,TOYOT,P,37830,41030,14080,20250930,0069,69,69,972242,0069,0000,1236A,,K,F,1204,E 91 ST,,0,408,M2,,BBBBBBB,ALL,ALL,GRY,0,2021,-,0,,,,,
1497914360,AMF9344,NY,PAS,12/29/2025,19,SUBN,KIA,P,34230,10810,0,20250616,0010,10,10,979661,0010,0000,0457P,1655P,NY,F,255,W 23 ST,8 AVE,20251229,408,C3,,BBBBBBB,ALL,ALL,GREY,0,2020,-,0,,,,,
1498958527,LGK1187,NY,PAS,12/29/2025,21,SDN,NISSA,P,57230,49230,12430,20260104,0073,73,73,975366,0073,0000,1101A,,K,F,56,LOTT AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHT,0,2019,-,0,,,,,
1498958539,SEM0715,GA,PAS,12/29/2025,98,SDN,ME/BE,P,49230,65130,57230,0,0073,73,73,975366,0073,0000,1105A,,K,F,493,HERZL ST,,0,408,D1,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1499036929,S2105156,GA,PAS,12/29/2025,46,SDN,HONDA,P,26230,37130,37180,20250105,0067,67,72,979079,0072,0000,0528P,1720P,,F,5316,CHURCH AVE,,20251229,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,2016,-,0,,,,,
1499508750,KTX3219,NY,PAS,12/29/2025,19,SDN,NISSA,P,36270,24690,10610,20260408,0028,28,28,979553,0028,0000,1155A,,,,121,W 125,,0,408,C3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1499508803,KP8465,99,PAS,12/29/2025,46,,MAZDA,P,36270,24690,10610,0,0028,28,23,979553,0023,0000,0506P,,,F,100,W 125 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1462139565,P76KHA,NJ,PAS,12/30/2025,20,SUBN,CADIL,K,0,0,0,0,122,122,5,160548,0005,0000,0539P,,R,,,SB,LOT 5,0,408,D,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1487680510,A97VFZ,NJ,PAS,12/30/2025,40,SUBN,JEEP,P,64290,6440,6490,20251230,114,114,114,973009,0114,0000,0325A,0325A,Q,,20-25,STEINWAY ST,,20251230,408,F1,,BBBBBBB,ALL,ALL,BL,0,2021,-,0,,,,,
1490278709,LJX0650,PA,PAS,12/30/2025,98,SDN,KIA,P,36330,10410,24690,20250430,0032,32,32,969949,0032,0000,0113A,,,F,49,WEST 128 STREET,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,2020,-,0,,,,,
1490497160,LJS33145,NY,PAS,12/30/2025,98,SUBN,FORD,P,10620,10720,61220,20260128,0044,44,49,975131,0049,0000,0325A,,NY,F,1873,BARNES AVE,,0,408,F1,,BBBBBBB,ALL,ALL,WHT,0,2013,-,0,,,,,
1498201465,LLY3516,NY,PAS,12/30/2025,98,SDN,KIA,P,0,40404,40404,20260709,0077,77,77,978018,0077,0000,0727P,,K,F,659,FRANKLIN PL,,0,408,E3,,BBBBBBB,ALL,ALL,GRY,0,2025,-,0,,,,,
1492759934,BLANKPLATE,99,999,12/31/2025,40,,,P,35680,14180,14230,0,,0,70,967626,0070,0000,0901A,,K,O,1279,E 19 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1492325582,DGZ6874,NY,PAS,12/31/2025,98,VAN,TOYOT,P,10990,41700,48930,20250706,110,110,110,966250,0110,0000,1040P,,Q,F,84-08,52 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2011,-,0,,,,,
1492338163,LFB2653,NY,PAS,12/31/2025,14,SDN,NISSA,P,52490,52390,65490,20250803,109,109,109,972977,0109,0000,0845P,,Q,O,140-35,LABURNUM AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2023,-,0,,,,,
1500041567,EWD3332,NY,PAS,12/31/2025,40,,HONDA,P,10330,7080,7230,20251228,,0,62,972148,0062,0000,0915P,,NY,F,2037,75 ST,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
